#,Year,Month,Constituency,CountyBoroughUniv,Franchise,ByElectionGeneral,ByElectionCause,Contested,ElectionCode,PollBookCode,Notes,Latitude,Longitude
4282,1777,Nov,Portsmouth,B,Freeman,B,Deceased,Y,Portsmouth_1777a,Portsmouth_1777a/1,,,
4283,1778,Aug,Portsmouth,B,Freeman,B,Deceased,N,Portsmouth_1778a,,,,
4284,1780,Sept,Portsmouth,B,Freeman,G,,Y,Portsmouth_1780a,Portsmouth_1780a/1,,,
4285,1782,June,Portsmouth,B,Freeman,B,Deceased,N,Portsmouth_1782a,,,,
4286,1783,July,Portsmouth,B,Freeman,B,Granted pension,N,Portsmouth_1783a,,,,
4287,1784,Apr,Portsmouth,B,Freeman,G,,N,Portsmouth_1784a,,,,
4288,1790,June,Portsmouth,B,Freeman,G,,N,Portsmouth_1790a,,,,
4289,1796,May,Portsmouth,B,Freeman,G,,N,Portsmouth_1796a,,,,
4290,1801,Nov,Portsmouth,B,Freeman,B,Deceased,N,Portsmouth_1801a,,,,
4291,1802,July,Portsmouth,B,Freeman,G,,N,Portsmouth_1802a,,,,
4292,1806,Feb,Portsmouth,B,Freeman,B,Appointed to office,N,Portsmouth_1806a,,One of two concurrent by-elections held in this constituency on this date (in order to elect two MPs).,,
4293,1806,Feb,Portsmouth,B,Freeman,B,Re-elected after appointment to office,N,Portsmouth_1806b,,One of two concurrent by-elections held in this constituency on this date (in order to elect two MPs).,,
4294,1806,Nov,Portsmouth,B,Freeman,G,,N,Portsmouth_1806c,,,,
4295,1807,May,Portsmouth,B,Freeman,G,,N,Portsmouth_1807a,,,,
4296,1812,Oct,Portsmouth,B,Freeman,G,,N,Portsmouth_1812a,,,,
4297,1816,Oct,Portsmouth,B,Freeman,B,Deceased,N,Portsmouth_1816a,,,,
4298,1818,June,Portsmouth,B,Freeman,G,,N,Portsmouth_1818a,,,,
4299,1820,Mar,Portsmouth,B,Freeman,G,,Y,Portsmouth_1820a,Portsmouth_1820a/1,,,
4300,1826,June,Portsmouth,B,Freeman,G,,N,Portsmouth_1826a,,,,
4301,1830,Aug,Portsmouth,B,Freeman,G,,N,Portsmouth_1830a,,,,
4302,1830,Nov,Portsmouth,B,Freeman,B,Re-elected after appointment to office,N,Portsmouth_1830b,,,,
4303,1831,Apr,Portsmouth,B,Freeman,G,,N,Portsmouth_1831a,,,,
5580,1695,Nov,Preston,B,Freeman,G,,Y,Preston_1695a,,,,
5581,1698,Aug,Preston,B,Freeman,G,,Y,Preston_1698a,,,,
5582,1701,Jan,Preston,B,Freeman,G,,Y,Preston_1701a,,,,
5583,1701,Dec,Preston,B,Freeman,G,,Y,Preston_1701b,,,,
5584,1702,July,Preston,B,Freeman,G,,Y,Preston_1702a,,,,
5585,1705,May,Preston,B,Freeman,G,,N,Preston_1705a,,,,
5586,1706,Dec,Preston,B,Freeman,B,Deceased,Y,Preston_1706a,,,,
5587,1708,May,Preston,B,Freeman,G,,N,Preston_1708a,,,,
5588,1710,Oct,Preston,B,Freeman,G,,Y,Preston_1710a,,,,
5589,1713,Sept,Preston,B,Freeman,G,,Y,Preston_1713a,,,,
5590,1715,Feb,Preston,B,Freeman,G,,N,Preston_1715a,,,,
5591,1722,Mar,Preston,B,Freeman,G,,Y,Preston_1722a,,,,
5592,1726,May,Preston,B,Freeman,B,Re-elected after appointment to office,N,Preston_1726a,,,,
5593,1727,Aug,Preston,B,Freeman,G,,N,Preston_1727a,Preston_1727a/1,,,
5594,1732,Jan,Preston,B,Freeman,B,Deceased,Y,Preston_1732a,,,,
5595,1734,Apr,Preston,B,Freeman,G,,N,Preston_1734a,,,,
5596,1741,May,Preston,B,Freeman,G,,Y,Preston_1741a,Preston_1741a/1,,,
5597,1747,June,Preston,B,Freeman,G,,N,Preston_1747a,,,,
5598,1754,Apr,Preston,B,Freeman,G,,N,Preston_1754a,,,,
5599,1761,Mar,Preston,B,Freeman,G,,N,Preston_1761a,,,,
5600,1767,Mar,Preston,B,Freeman,B,Deceased,N,Preston_1767a,,,,
5601,1768,Apr,Preston,B,Householders,G,,Y,Preston_1768a,Preston_1768a/1,,,
5602,1774,Oct,Preston,B,Householders,G,,N,Preston_1774a,,,,
5603,1780,Sept,Preston,B,Householders,G,,Y,Preston_1780a,Preston_1780a/1; Preston_1780a/2,,,
5604,1784,Apr,Preston,B,Householders,G,,Y,Preston_1784a,Preston_1784a/1,,,
5605,1790,June,Preston,B,Householders,G,,N,Preston_1790a,,,,
5606,1792,Sept,Preston,B,Householders,B,Deceased,N,Preston_1792a,,,,
5607,1795,Mar,Preston,B,Householders,B,Deceased,N,Preston_1795a,,,,
5608,1796,June,Preston,B,Householders,G,,Y,Preston_1796a,Preston_1796a/1,,,
5609,1802,July,Preston,B,Householders,G,,N,Preston_1802a,,,,
5610,1804,Mar,Preston,B,Householders,B,Deceased,N,Preston_1804a,,,,
5611,1806,Oct,Preston,B,Householders,G,,N,Preston_1806a,,,,
5612,1807,May,Preston,B,Householders,G,,Y,Preston_1807a,Preston_1807a/1,,,
5613,1812,Oct,Preston,B,Householders,G,,Y,Preston_1812a,Preston_1812a/1,,,
5614,1818,June,Preston,B,Householders,G,,Y,Preston_1818a,Preston_1818a/1,,,
5615,1820,Mar,Preston,B,Householders,G,,Y,Preston_1820a,Preston_1820a/1,,,
5616,1826,June,Preston,B,Householders,G,,Y,Preston_1826a,Preston_1826a/1,,,
5617,1830,July,Preston,B,Householders,G,,Y,Preston_1830a,,,,
5618,1830,Dec,Preston,B,Householders,B,Appointed to office,Y,Preston_1830b,Preston_1830b/1,,,
5619,1831,Apr,Preston,B,Householders,G,,N,Preston_1831a,,,,
5223,1695,Oct,Queenborough,B,Freeman,G,,Y,Queenborough_1695a,,,,
5224,1696,Oct,Queenborough,B,Freeman,B,Deceased,N,Queenborough_1696a,,,,
5225,1698,July,Queenborough,B,Freeman,G,,N,Queenborough_1698a,,,,
5226,1701,Jan,Queenborough,B,Freeman,G,,N,Queenborough_1701a,,,,
5227,1701,Nov,Queenborough,B,Freeman,G,,N,Queenborough_1701b,,,,
5228,1702,July,Queenborough,B,Freeman,G,,N,Queenborough_1702a,,,,
5229,1705,May,Queenborough,B,Freeman,G,,Y,Queenborough_1705a,,,,
5230,1708,May,Queenborough,B,Freeman,G,,N,Queenborough_1708a,,,,
5231,1710,Oct,Queenborough,B,Freeman,G,,Y,Queenborough_1710a,,,,
5232,1713,Aug,Queenborough,B,Freeman,G,,Y,Queenborough_1713a,,,,
5233,1715,Jan,Queenborough,B,Freeman,G,,Y,Queenborough_1715a,Queenborough_1715a/1,,,
5234,1722,Mar,Queenborough,B,Freeman,G,,Y,Queenborough_1722a,Queenborough_1722a/1,,,
5235,1723,Mar,Queenborough,B,Freeman,B,Deceased,N,Queenborough_1723a,,,,
5236,1727,Aug,Queenborough,B,Freeman,G,,N,Queenborough_1727a,,,,
5237,1728,Feb,Queenborough,B,Freeman,B,Deceased,Y,Queenborough_1728a,Queenborough_1728a/1,,,
5238,1729,Jan,Queenborough,B,Freeman,B,Deceased,Y,Queenborough_1729a,Queenborough_1729a/1,,,
5239,1734,Apr,Queenborough,B,Freeman,G,,N,Queenborough_1734a,,,,
5240,1735,Feb,Queenborough,B,Freeman,B,Deceased,N,Queenborough_1735a,,,,
5241,1741,May,Queenborough,B,Freeman,G,,N,Queenborough_1741a,,,,
5242,1747,June,Queenborough,B,Freeman,G,,Y,Queenborough_1747a,Queenborough_1747a/1,,,
5243,1754,Apr,Queenborough,B,Freeman,G,,Y,Queenborough_1754a,Queenborough_1754a/1,,,
5244,1761,Mar,Queenborough,B,Freeman,G,,N,Queenborough_1761a,Queenborough_1761a/1,,,
5245,1766,Dec,Queenborough,B,Freeman,B,Re-elected after appointment to office,N,Queenborough_1766a,,,,
5246,1768,Mar,Queenborough,B,Freeman,G,,N,Queenborough_1768a,,,,
5247,1774,Oct,Queenborough,B,Freeman,G,,Y,Queenborough_1774a,,,,
5248,1780,Sept,Queenborough,B,Freeman,G,,N,Queenborough_1780a,,,,
5249,1784,Mar,Queenborough,B,Freeman,G,,Y,Queenborough_1784a,,,,
5250,1790,June,Queenborough,B,Freeman,G,,Y,Queenborough_1790a,Queenborough_1790a/1,,,
5251,1791,June,Queenborough,B,Freeman,B,Re-elected after appointment to office,N,Queenborough_1791a,,,,
5252,1793,Dec,Queenborough,B,Freeman,B,Deceased,N,Queenborough_1793a,,,,
5253,1794,Feb,Queenborough,B,Freeman,B,Vacated seat,N,Queenborough_1794a,,,,
5254,1796,May,Queenborough,B,Freeman,G,,N,Queenborough_1796a,,,,
5255,1802,July,Queenborough,B,Freeman,G,,Y,Queenborough_1802a,,,,
5256,1806,Mar,Queenborough,B,Freeman,B,Vacated seat,N,Queenborough_1806a,,,,
5257,1806,Oct,Queenborough,B,Freeman,G,,N,Queenborough_1806b,,,,
5258,1807,May,Queenborough,B,Freeman,G,,Y,Queenborough_1807a,Queenborough_1807a/1,,,
5259,1810,June,Queenborough,B,Freeman,B,Expelled,Y,Queenborough_1810a,Queenborough_1810a/1,,,
5260,1812,Jan,Queenborough,B,Freeman,B,Appointed to office,N,Queenborough_1812a,,,,
5261,1812,Oct,Queenborough,B,Freeman,G,,N,Queenborough_1812b,,,,
5262,1818,June,Queenborough,B,Freeman,G,,N,Queenborough_1818a,,,,
5263,1820,Mar,Queenborough,B,Freeman,G,,N,Queenborough_1820a,,,,
5264,1824,Mar,Queenborough,B,Freeman,B,Called to the Upper House,N,Queenborough_1824a,,,,
5265,1826,June,Queenborough,B,Freeman,G,,Y,Queenborough_1826a,Queenborough_1826a/1; Queenborough_1826a/2,,,
5266,1830,Aug,Queenborough,B,Freeman,G,,Y,Queenborough_1830a,,,,
5267,1831,May,Queenborough,B,Freeman,G,,Y,Queenborough_1831a,,,,
221,1695,Oct,Reading,B,Householder,G,,Y,Reading_1695a,,,,
222,1698,July,Reading,B,Householder,G,,Y,Reading_1698a,,,,
223,1701,Jan,Reading,B,Householder,G,,Y,Reading_1701a,,,,
224,1701,Nov,Reading,B,Householder,G,,Y,Reading_1701b,,,,
225,1702,July,Reading,B,Householder,G,,N,Reading_1702a,,,,
226,1705,May,Reading,B,Householder,G,,N,Reading_1705a,,,,
227,1705,Nov,Reading,B,Householder,B,Deceased,N,Reading_1705b,,,,
228,1708,May,Reading,B,Freeman; Scot and Lot,G,,Y,Reading_1708a,,,,
229,1710,Oct,Reading,B,Freeman; Scot and Lot,G,,N,Reading_1710a,,,,
230,1713,Aug,Reading,B,Freeman; Scot and Lot,G,,Y,Reading_1713a,,,,
231,1715,Feb,Reading,B,Scot and Lot,G,,Y,Reading_1715a,,Election declared void.,,
232,1716,June,Reading,B,Scot and Lot,B,Previous election declared void,Y,Reading_1716a,,Previous general election declared void.,,
233,1717,Dec,Reading,B,Scot and Lot,B,Re-elected after appointment to office,N,Reading_1717a,,,,
234,1720,Mar,Reading,B,Scot and Lot,B,Deceased,Y,Reading_1720a,,,,
235,1722,Mar,Reading,B,Scot and Lot,G,,Y,Reading_1722a,,,,
236,1727,Aug,Reading,B,Scot and Lot,G,,Y,Reading_1727a,,,,
237,1734,Apr,Reading,B,Scot and Lot,G,,Y,Reading_1734a,,,,
238,1735,May,Reading,B,Scot and Lot,B,Re-elected after appointment to office,N,Reading_1735a,,,,
239,1739,Dec,Reading,B,Scot and Lot,B,Deceased,Y,Reading_1739a,,,,
240,1740,Nov,Reading,B,Scot and Lot,B,Deceased,Y,Reading_1740a,Reading_1740a/1,,,
241,1741,May,Reading,B,Scot and Lot,G,,N,Reading_1741a,,,,
242,1747,June,Reading,B,Scot and Lot,G,,N,Reading_1747a,,,,
243,1754,Apr,Reading,B,Scot and Lot,G,,Y,Reading_1754a,Reading_1754a/1; Reading_1754a/2,,,
244,1755,Nov,Reading,B,Scot and Lot,B,Deceased,N,Reading_1755a,,,,
245,1761,Mar,Reading,B,Scot and Lot,G,,Y,Reading_1761a,,,,
246,1768,Mar,Reading,B,Scot and Lot,G,,Y,Reading_1768a,Reading_1768a/1,,,
247,1774,Oct,Reading,B,Scot and Lot,G,,Y,Reading_1774a,Reading_1774a/1,,,
248,1780,Sept,Reading,B,Scot and Lot,G,,Y,Reading_1780a,Reading_1780a/1,,,
249,1782,Feb,Reading,B,Scot and Lot,B,Deceased,Y,Reading_1782a,Reading_1782a/1,,,
250,1784,Mar,Reading,B,Scot and Lot,G,,N,Reading_1784a,,,,
251,1790,June,Reading,B,Scot and Lot,G,,Y,Reading_1790a,Reading_1790a/1,,,
252,1796,May,Reading,B,Scot and Lot,G,,N,Reading_1796a,,,,
253,1797,June,Reading,B,Scot and Lot,B,Called to the Upper House,N,Reading_1797a,,,,
254,1802,July,Reading,B,Scot and Lot,G,,Y,Reading_1802a,Reading_1802a/1,,,
255,1806,Oct,Reading,B,Scot and Lot,G,,N,Reading_1806a,,,,
256,1807,May,Reading,B,Scot and Lot,G,,N,Reading_1807a,,,,
257,1812,Oct,Reading,B,Scot and Lot,G,,Y,Reading_1812a,Reading_1812a/1; Reading_1812a/2,,,
258,1818,June,Reading,B,Scot and Lot,G,,Y,Reading_1818a,Reading_1818a/1,,,
259,1820,Mar,Reading,B,Scot and Lot,G,,Y,Reading_1820a,Reading_1820a/1; Reading_1820a/2; Reading_1820a/3; Reading_1820a/4,,,
260,1826,June,Reading,B,Scot and Lot,G,,Y,Reading_1826a,Reading_1826a/1; Reading_1826a/2; Reading_1826a/3,,,
261,1830,Aug,Reading,B,Scot and Lot,G,,Y,Reading_1830a,,,,
262,1831,Apr,Reading,B,Scot and Lot,G,,N,Reading_1831a,,,,
8868,1695,Oct,Reigate,B,Freeholder,G,,Y,Reigate_1695a,,,,
8869,1698,July,Reigate,B,Freeholder,G,,Y,Reigate_1698a,Reigate_1698a/1,,,
8870,1701,Jan,Reigate,B,Freeholder,G,,N,Reigate_1701a,,,,
8871,1701,Nov,Reigate,B,Freeholder,G,,Y,Reigate_1701b,Reigate_1701b/1,,,
8872,1702,July,Reigate,B,Freeholder,G,,Y,Reigate_1702a,Reigate_1702a/1,,,
8873,1705,May,Reigate,B,Freeholder,G,,N,Reigate_1705a,,,,
8874,1707,Nov,Reigate,B,Freeholder,B,Deceased,N,Reigate_1707a,,,,
8875,1708,May,Reigate,B,Freeholder,G,,N,Reigate_1708a,,,,
8876,1710,Oct,Reigate,B,Freeholder,G,,Y,Reigate_1710a,Reigate_1710a/1,,,
8877,1713,Aug,Reigate,B,Freeholder,G,,Y,Reigate_1713a,Reigate_1713a/1,,,
8878,1715,Jan,Reigate,B,Freeholder,G,,N,Reigate_1715a,,,,
8879,1717,Mar,Reigate,B,Freeholder,B,Deceased,Y,Reigate_1717a,,,,
8880,1720,Apr,Reigate,B,Freeholder,B,Deceased,N,Reigate_1720a,,,,
8881,1722,Mar,Reigate,B,Freeholder,G,,Y,Reigate_1722a,Reigate_1722a/1,,,
8882,1725,Jan,Reigate,B,Freeholder,B,Re-elected after appointment to office,N,Reigate_1725a,,,,
8883,1727,Aug,Reigate,B,Freeholder,G,,N,Reigate_1727a,,,,
8884,1734,Apr,Reigate,B,Freeholder,G,,N,Reigate_1734a,,,,
8885,1739,Feb,Reigate,B,Freeholder,B,Deceased,N,Reigate_1739a,,,,
8886,1741,May,Reigate,B,Freeholder,G,,N,Reigate_1741a,,,,
8887,1747,June,Reigate,B,Freeholder,G,,N,Reigate_1747a,,,,
8888,1747,Dec,Reigate,B,Freeholder,B,Chose to sit for another constituency,N,Reigate_1747b,,,,
8889,1754,Apr,Reigate,B,Freeholder,G,,N,Reigate_1754a,,,,
8890,1756,Dec,Reigate,B,Freeholder,B,Re-elected after appointment to office,N,Reigate_1756a,,,,
8891,1758,June,Reigate,B,Freeholder,B,Re-elected after appointment to office,N,Reigate_1758a,,,,
8892,1761,Mar,Reigate,B,Freeholder,G,,N,Reigate_1761a,,,,
8893,1762,Feb,Reigate,B,Freeholder,B,Re-elected after appointment to office,N,Reigate_1762a,,,,
8894,1765,Dec,Reigate,B,Freeholder,B,Re-elected after appointment to office,N,Reigate_1765a,,,,
8895,1768,Mar,Reigate,B,Freeholder,G,,N,Reigate_1768a,,,,
8896,1772,Dec,Reigate,B,Freeholder,B,Re-elected after appointment to office,N,Reigate_1772a,,,,
8897,1774,Oct,Reigate,B,Freeholder,G,,N,Reigate_1774a,,,,
8898,1780,Sept,Reigate,B,Freeholder,G,,N,Reigate_1780a,,,,
8899,1784,Mar,Reigate,B,Freeholder,G,,N,Reigate_1784a,,,,
8900,1787,June,Reigate,B,Freeholder,B,Vacated seat,N,Reigate_1787a,,,,
8901,1789,Aug,Reigate,B,Freeholder,B,Appointed to office,N,Reigate_1789a,,,,
8902,1790,June,Reigate,B,Freeholder,G,,N,Reigate_1790a,,,,
8903,1796,May,Reigate,B,Freeholder,G,,N,Reigate_1796a,,,,
8904,1802,July,Reigate,B,Freeholder,G,,N,Reigate_1802a,,,,
8905,1806,Feb,Reigate,B,Freeholder,B,Called to the Upper House,N,Reigate_1806a,,,,
8906,1806,Nov,Reigate,B,Freeholder,G,,N,Reigate_1806b,,,,
8907,1807,May,Reigate,B,Freeholder,G,,N,Reigate_1807a,,,,
8908,1808,May,Reigate,B,Freeholder,B,Deceased,N,Reigate_1808a,,,,
8909,1812,Oct,Reigate,B,Freeholder,G,,N,Reigate_1812a,,,,
8910,1818,June,Reigate,B,Freeholder,G,,N,Reigate_1818a,,,,
8911,1820,Mar,Reigate,B,Freeholder,G,,N,Reigate_1820a,,,,
8912,1823,Feb,Reigate,B,Freeholder,B,Vacated seat,N,Reigate_1823a,,,,
8913,1826,June,Reigate,B,Freeholder,G,,N,Reigate_1826a,,,,
8914,1830,July,Reigate,B,Freeholder,G,,N,Reigate_1830a,,,,
8915,1831,Apr,Reigate,B,Freeholder,G,,N,Reigate_1831a,,,,
8916,1831,July,Reigate,B,Freeholder,B,Deceased,N,Reigate_1831b,,,,
8917,1831,Dec,Reigate,B,Freeholder,B,Re-elected after vacating seat,N,Reigate_1831c,,,,
11434,1695,Oct,Richmond,B,Burgage,G,,Y,Richmond_1695a,,,,
11435,1698,July,Richmond,B,Burgage,G,,N,Richmond_1698a,,,,
11436,1701,Jan,Richmond,B,Burgage,G,,N,Richmond_1701a,,,,
11437,1701,Nov,Richmond,B,Burgage,G,,N,Richmond_1701b,,,,
11438,1702,July,Richmond,B,Burgage,G,,N,Richmond_1702a,,,,
11439,1705,May,Richmond,B,Burgage,G,,Y,Richmond_1705a,,,,
11440,1705,Dec,Richmond,B,Burgage,B,Deceased,N,Richmond_1705b,,,,
11441,1708,May,Richmond,B,Burgage,G,,N,Richmond_1708a,,,,
11442,1710,Oct,Richmond,B,Burgage,G,,N,Richmond_1710a,,,,
11443,1713,Sept,Richmond,B,Burgage,G,,Y,Richmond_1713a,,,,
11444,1715,Feb,Richmond,B,Burgage,G,,Y,Richmond_1715a,,,,
11445,1717,Mar,Richmond,B,Burgage,B,Deceased,N,Richmond_1717a,Richmond_1717a/1,,,
11446,1720,Jan,Richmond,B,Burgage,B,Deceased,N,Richmond_1720a,,,,
11447,1722,Mar,Richmond,B,Burgage,G,,N,Richmond_1722a,,,,
11448,1727,Aug,Richmond,B,Burgage,G,,Y,Richmond_1727a,Richmond_1727a/1,,,
11449,1730,May,Richmond,B,Burgage,B,Re-elected after appointment to office,N,Richmond_1730a,,,,
11450,1734,Apr,Richmond,B,Burgage,G,,N,Richmond_1734a,,,,
11451,1741,May,Richmond,B,Burgage,G,,N,Richmond_1741a,,,,
11452,1747,June,Richmond,B,Burgage,G,,N,Richmond_1747a,,,,
11453,1747,Dec,Richmond,B,Burgage,B,Chose to sit for another constituency,N,Richmond_1747b,,,,
11454,1754,Apr,Richmond,B,Burgage,G,,N,Richmond_1754a,,,,
11455,1757,Dec,Richmond,B,Burgage,B,Deceased,N,Richmond_1757a,,,,
11456,1761,Mar,Richmond,B,Burgage,G,,N,Richmond_1761a,,,,
11457,1763,Mar,Richmond,B,Burgage,B,Vacated seat,N,Richmond_1763a,,,,
11458,1768,Mar,Richmond,B,Burgage,G,,N,Richmond_1768a,,,,
11459,1768,Nov,Richmond,B,Burgage,B,Chose to sit for another constituency,N,Richmond_1768b,,,,
11460,1769,May,Richmond,B,Burgage,B,Vacated seat,N,Richmond_1769a,,,,
11461,1774,Oct,Richmond,B,Burgage,G,,N,Richmond_1774a,,,,
11462,1775,Jan,Richmond,B,Burgage,B,Chose to sit for another constituency,N,Richmond_1775a,,,,
11463,1775,Dec,Richmond,B,Burgage,B,Chose to sit for another constituency,N,Richmond_1775b,,,,
11464,1780,Sept,Richmond,B,Burgage,G,,N,Richmond_1780a,,,,
11465,1781,Apr,Richmond,B,Burgage,B,Chose to sit for another constituency,N,Richmond_1781a,,,,
11466,1784,Jan,Richmond,B,Burgage,B,Re-elected after appointment to office,N,Richmond_1784a,,,,
11467,1784,Apr,Richmond,B,Burgage,G,,N,Richmond_1784b,,,,
11468,1786,Feb,Richmond,B,Burgage,B,Vacated seat,N,Richmond_1786a,,,,
11469,1790,June,Richmond,B,Burgage,G,,N,Richmond_1790a,,,,
11470,1796,May,Richmond,B,Burgage,G,,N,Richmond_1796a,,,,
11471,1798,Dec,Richmond,B,Burgage,B,Vacated seat,N,Richmond_1798a,,,,
11472,1802,July,Richmond,B,Burgage,G,,N,Richmond_1802a,,,,
11473,1806,Feb,Richmond,B,Burgage,B,Vacated seat,N,Richmond_1806a,,,,
11474,1806,Nov,Richmond,B,Burgage,G,,N,Richmond_1806b,,,,
11475,1807,May,Richmond,B,Burgage,G,,N,Richmond_1807a,,,,
11476,1808,July,Richmond,B,Burgage,B,Vacated seat,N,Richmond_1808a,,,,
11477,1810,Feb,Richmond,B,Burgage,B,Deceased,N,Richmond_1810a,,,,
11478,1812,Jan,Richmond,B,Burgage,B,Vacated seat,N,Richmond_1812a,,,,
11479,1812,Oct,Richmond,B,Burgage,G,,N,Richmond_1812b,,,,
11480,1818,June,Richmond,B,Burgage,G,,N,Richmond_1818a,,,,
11481,1820,Mar,Richmond,B,Burgage,G,,N,Richmond_1820a,,,,
11482,1826,June,Richmond,B,Burgage,G,,N,Richmond_1826a,,,,
11483,1828,Feb,Richmond,B,Burgage,B,Vacated seat,N,Richmond_1828a,,,,
11484,1830,Aug,Richmond,B,Burgage,G,,N,Richmond_1830a,,,,
11485,1831,May,Richmond,B,Burgage,G,,N,Richmond_1831a,,,,
11486,1695,Oct,Ripon,B,Burgage,G,,N,Ripon_1695a,,,,
11487,1698,July,Ripon,B,Burgage,G,,N,Ripon_1698a,,,,
11488,1701,Jan,Ripon,B,Burgage,G,,N,Ripon_1701a,,,,
11489,1701,Nov,Ripon,B,Burgage,G,,Y,Ripon_1701b,,,,
11490,1702,July,Ripon,B,Burgage,G,,N,Ripon_1702a,,,,
11491,1705,May,Ripon,B,Burgage,G,,N,Ripon_1705a,,,,
11492,1708,May,Ripon,B,Burgage,G,,Y,Ripon_1708a,Ripon_1708a/1,,,
11493,1710,Oct,Ripon,B,Burgage,G,,N,Ripon_1710a,,,,
11494,1713,Sept,Ripon,B,Burgage,G,,N,Ripon_1713a,,,,
11495,1714,Mar,Ripon,B,Burgage,B,Re-elected after appointment to office,N,Ripon_1714a,,,,
11496,1715,Feb,Ripon,B,Burgage,G,,Y,Ripon_1715a,Ripon_1715a/1; Ripon_1715a/2; Ripon_1715a/3,,,
11497,1718,Apr,Ripon,B,Burgage,B,Re-elected after appointment to office,N,Ripon_1718a,,,,
11498,1719,Dec,Ripon,B,Burgage,B,Deceased,N,Ripon_1719a,,,,
11499,1721,Apr,Ripon,B,Burgage,B,Expelled,N,Ripon_1721a,,,,
11500,1722,Mar,Ripon,B,Burgage,G,,N,Ripon_1722a,,,,
11501,1727,Aug,Ripon,B,Burgage,G,,N,Ripon_1727a,,,,
11502,1734,Apr,Ripon,B,Burgage,G,,N,Ripon_1734a,,,,
11503,1738,Feb,Ripon,B,Burgage,B,Re-elected after appointment to office,N,Ripon_1738a,,,,
11504,1741,May,Ripon,B,Burgage,G,,N,Ripon_1741a,,,,
11505,1742,July,Ripon,B,Burgage,B,Re-elected after appointment to office,N,Ripon_1742a,,,,
11506,1747,July,Ripon,B,Burgage,G,,N,Ripon_1747a,,,,
11507,1754,Apr,Ripon,B,Burgage,G,,N,Ripon_1754a,,,,
11508,1761,Mar,Ripon,B,Burgage,G,,N,Ripon_1761a,,,,
11509,1768,Mar,Ripon,B,Burgage,G,,N,Ripon_1768a,,,,
11510,1774,Oct,Ripon,B,Burgage,G,,N,Ripon_1774a,,,,
11511,1775,Oct,Ripon,B,Burgage,B,Deceased,N,Ripon_1775a,,,,
11512,1780,Sept,Ripon,B,Burgage,G,,N,Ripon_1780a,,,,
11513,1781,June,Ripon,B,Burgage,B,Deceased,N,Ripon_1781a,,,,
11514,1784,Apr,Ripon,B,Burgage,G,,N,Ripon_1784a,,,,
11515,1787,Dec,Ripon,B,Burgage,B,Granted pension,N,Ripon_1787a,,,,
11516,1789,Sept,Ripon,B,Burgage,B,Deceased,N,Ripon_1789a,,,,
11517,1790,June,Ripon,B,Burgage,G,,N,Ripon_1790a,,,,
11518,1796,May,Ripon,B,Burgage,G,,N,Ripon_1796a,,,,
11519,1798,Apr,Ripon,B,Burgage,B,Deceased,N,Ripon_1798a,,,,
11520,1798,Oct,Ripon,B,Burgage,B,Deceased,N,Ripon_1798b,,,,
11521,1802,July,Ripon,B,Burgage,G,,N,Ripon_1802a,,,,
11522,1806,Nov,Ripon,B,Burgage,G,,N,Ripon_1806a,,,,
11523,1807,May,Ripon,B,Burgage,G,,N,Ripon_1807a,,,,
11524,1810,June,Ripon,B,Burgage,B,Re-elected after appointment to office,N,Ripon_1810a,,,,
11525,1812,Oct,Ripon,B,Burgage,G,,N,Ripon_1812a,,,,
11526,1813,Nov,Ripon,B,Burgage,B,Re-elected after appointment to office,N,Ripon_1813a,,,,
11527,1818,Feb,Ripon,B,Burgage,B,Re-elected after appointment to office,N,Ripon_1818a,,,,
11528,1818,June,Ripon,B,Burgage,G,,N,Ripon_1818b,,,,
11529,1820,Mar,Ripon,B,Burgage,G,,N,Ripon_1820a,,,,
11530,1823,Feb,Ripon,B,Burgage,B,Re-elected after appointment to office,N,Ripon_1823a,,,,
11531,1826,June,Ripon,B,Burgage,G,,N,Ripon_1826a,,,,
11532,1827,May,Ripon,B,Burgage,B,Called to the Upper House,N,Ripon_1827a,,,,
11533,1828,Feb,Ripon,B,Burgage,B,Appointed to office,N,Ripon_1828a,,,,
11534,1829,Mar,Ripon,B,Burgage,B,Vacated seat,N,Ripon_1829a,,,,
11535,1830,July,Ripon,B,Burgage,G,,N,Ripon_1830a,,,,
11536,1831,Apr,Ripon,B,Burgage,G,,N,Ripon_1831a,,,,
5268,1695,Oct,Rochester,B,Freeman,G,,N,Rochester_1695a,,,,
5269,1698,July,Rochester,B,Freeman,G,,N,Rochester_1698a,,,,
5270,1701,Jan,Rochester,B,Freeman,G,,N,Rochester_1701a,,,,
5271,1701,Dec,Rochester,B,Freeman,G,,Y,Rochester_1701b,,,,
5272,1702,July,Rochester,B,Freeman,G,,N,Rochester_1702a,,,,
5273,1705,May,Rochester,B,Freeman,G,,Y,Rochester_1705a,,,,
5274,1708,Jan,Rochester,B,Freeman,B,Deceased,N,Rochester_1708a,,,,
5275,1708,May,Rochester,B,Freeman,G,,Y,Rochester_1708b,,,,
5276,1709,Nov,Rochester,B,Freeman,B,Re-elected after appointment to office,N,Rochester_1709a,,,,
5277,1710,Oct,Rochester,B,Freeman,G,,Y,Rochester_1710a,,,,
5278,1713,Aug,Rochester,B,Freeman,G,,Y,Rochester_1713a,,,,
5279,1715,Jan,Rochester,B,Freeman,G,,N,Rochester_1715a,,,,
